Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-000826,2018-03-21,2018-03-29,Same Day,C-5552,Customer 826,Home Office,United States,Chicago,Texas,99972,East,P-99763,Technology,Phones,Product 826,108.04,2,0.17,8.52
ORD-000827,2017-03-31,2017-04-06,Standard Class,C-7202,Customer 827,Corporate,United States,Columbus,Washington,81280,East,P-25917,Furniture,Bookcases,Product 827,346.83,4,0.21,69.6
ORD-000828,2017-07-01,2017-07-02,Standard Class,C-6491,Customer 828,Consumer,United States,Columbus,California,62154,East,P-22028,Technology,Accessories,Product 828,110.2,1,0.28,-13.31
ORD-000829,2017-01-31,2017-02-05,Standard Class,C-4735,Customer 829,Consumer,United States,Los Angeles,Texas,13040,West,P-22570,Technology,Phones,Product 829,193.68,2,0.11,33.34
ORD-000830,2018-12-28,2019-01-05,First Class,C-5690,Customer 830,Consumer,United States,Miami,Pennsylvania,56044,Central,P-66647,Furniture,Chairs,Product 830,547.21,3,0.16,62.29
ORD-000831,2017-12-20,2017-12-28,First Class,C-7499,Customer 831,Consumer,United States,Columbus,Ohio,69453,West,P-20660,Office Supplies,Art,Product 831,502.35,5,0.06,35.92
ORD-000832,2018-10-13,2018-10-18,Same Day,C-3716,Customer 832,Home Office,United States,Columbus,Illinois,96517,Central,P-49079,Technology,Phones,Product 832,435.67,4,0.04,153.58
ORD-000833,2017-02-03,2017-02-09,Second Class,C-6106,Customer 833,Consumer,United States,Los Angeles,Florida,69246,Central,P-84955,Office Supplies,Storage,Product 833,122.49,1,0.02,23.48
ORD-000834,2017-04-04,2017-04-06,Second Class,C-9393,Customer 834,Home Office,United States,New York,Washington,26785,Central,P-70480,Technology,Accessories,Product 834,204.43,2,0.19,26.53
ORD-000835,2017-08-14,2017-08-16,Same Day,C-5735,Customer 835,Consumer,United States,Los Angeles,Ohio,83957,South,P-13732,Office Supplies,Storage,Product 835,257.98,2,0.18,9.41
ORD-000836,2017-07-06,2017-07-07,Second Class,C-6512,Customer 836,Consumer,United States,Philadelphia,Florida,63775,East,P-23593,Office Supplies,Storage,Product 836,145.0,3,0.0,29.94
ORD-000837,2019-12-05,2019-12-10,Second Class,C-6888,Customer 837,Home Office,United States,New York,Ohio,48205,Central,P-60195,Technology,Accessories,Product 837,91.86,4,0.12,4.72
ORD-000838,2018-08-16,2018-08-23,Second Class,C-5624,Customer 838,Home Office,United States,Los Angeles,California,41806,West,P-75196,Office Supplies,Art,Product 838,217.95,2,0.07,25.65
ORD-000839,2018-05-03,2018-05-04,Standard Class,C-9008,Customer 839,Corporate,United States,Chicago,California,95045,West,P-60756,Furniture,Bookcases,Product 839,179.02,2,0.17,3.55
ORD-000840,2019-06-22,2019-06-24,Standard Class,C-3634,Customer 840,Consumer,United States,Philadelphia,Ohio,67272,Central,P-82988,Technology,Accessories,Product 840,108.71,1,0.1,29.48
ORD-000841,2019-04-01,2019-04-09,Second Class,C-4183,Customer 841,Home Office,United States,Seattle,Illinois,97879,East,P-80586,Furniture,Furnishings,Product 841,73.87,5,0.11,21.52
ORD-000842,2017-03-06,2017-03-08,First Class,C-8988,Customer 842,Corporate,United States,Columbus,Florida,91859,East,P-44289,Technology,Machines,Product 842,301.81,2,0.21,-3.0
ORD-000843,2019-09-24,2019-10-02,Second Class,C-3338,Customer 843,Home Office,United States,Houston,New York,59212,South,P-98129,Office Supplies,Art,Product 843,425.61,2,0.21,-38.01
ORD-000844,2018-04-23,2018-04-27,First Class,C-1565,Customer 844,Home Office,United States,Philadelphia,New York,85174,South,P-20958,Furniture,Bookcases,Product 844,142.21,1,0.0,19.56
ORD-000845,2018-06-25,2018-06-27,Standard Class,C-6382,Customer 845,Consumer,United States,Los Angeles,Florida,14413,Central,P-20597,Technology,Copiers,Product 845,9.45,1,0.2,0.78
ORD-000846,2019-03-04,2019-03-12,Second Class,C-5773,Customer 846,Consumer,United States,Columbus,Illinois,52799,East,P-18696,Furniture,Chairs,Product 846,640.69,3,0.02,236.87
ORD-000847,2019-05-01,2019-05-06,Same Day,C-8903,Customer 847,Corporate,United States,Seattle,Texas,20970,South,P-74122,Furniture,Furnishings,Product 847,122.77,1,0.23,-18.81
ORD-000848,2019-10-03,2019-10-04,First Class,C-3614,Customer 848,Consumer,United States,Philadelphia,Washington,93093,South,P-71201,Furniture,Furnishings,Product 848,234.26,2,0.14,9.42
ORD-000849,2018-10-11,2018-10-12,First Class,C-4800,Customer 849,Corporate,United States,Philadelphia,New York,94527,Central,P-91478,Furniture,Bookcases,Product 849,132.92,1,0.1,15.91
ORD-000850,2018-07-12,2018-07-16,Second Class,C-6546,Customer 850,Consumer,United States,Miami,Texas,57825,East,P-16821,Furniture,Furnishings,Product 850,437.19,4,0.21,-0.5
ORD-000851,2018-05-13,2018-05-15,Standard Class,C-8981,Customer 851,Home Office,United States,Miami,Texas,84916,East,P-48421,Furniture,Furnishings,Product 851,247.54,2,0.15,26.25
ORD-000852,2018-09-16,2018-09-23,Second Class,C-8267,Customer 852,Corporate,United States,Miami,Ohio,94571,South,P-29212,Technology,Copiers,Product 852,102.67,1,0.12,27.3
ORD-000853,2019-05-07,2019-05-10,Standard Class,C-9149,Customer 853,Consumer,United States,Los Angeles,Washington,84100,South,P-38882,Office Supplies,Art,Product 853,189.18,1,0.13,44.51
ORD-000854,2018-09-06,2018-09-13,Second Class,C-6234,Customer 854,Consumer,United States,Seattle,Ohio,95173,Central,P-58269,Furniture,Chairs,Product 854,454.96,5,0.16,114.81
ORD-000855,2017-08-01,2017-08-02,Standard Class,C-9007,Customer 855,Corporate,United States,Chicago,Florida,64578,East,P-64010,Technology,Phones,Product 855,141.06,2,0.13,28.21
ORD-000856,2018-06-16,2018-06-24,First Class,C-9984,Customer 856,Corporate,United States,New York,California,75557,South,P-52450,Furniture,Furnishings,Product 856,531.66,4,0.17,88.72
ORD-000857,2017-09-26,2017-10-03,Standard Class,C-8896,Customer 857,Home Office,United States,Miami,Pennsylvania,24717,West,P-58432,Office Supplies,Storage,Product 857,412.3,2,0.12,106.57
ORD-000858,2018-12-06,2018-12-07,Standard Class,C-8554,Customer 858,Corporate,United States,Philadelphia,Florida,30884,South,P-97780,Technology,Accessories,Product 858,650.66,4,0.0,224.96
ORD-000859,2018-09-30,2018-10-01,Second Class,C-3425,Customer 859,Corporate,United States,New York,Texas,19407,South,P-30374,Office Supplies,Storage,Product 859,112.81,3,0.04,37.37
ORD-000860,2018-09-27,2018-09-30,Standard Class,C-8541,Customer 860,Home Office,United States,New York,Ohio,94244,Central,P-49380,Technology,Copiers,Product 860,654.97,4,0.09,39.23
ORD-000861,2017-10-05,2017-10-09,First Class,C-1181,Customer 861,Consumer,United States,Miami,Washington,63069,West,P-85099,Furniture,Chairs,Product 861,141.89,4,0.07,33.06
ORD-000862,2017-07-29,2017-08-05,Same Day,C-8847,Customer 862,Corporate,United States,Los Angeles,Washington,91374,South,P-61436,Furniture,Furnishings,Product 862,219.37,4,0.0,67.82
ORD-000863,2017-05-18,2017-05-19,First Class,C-5401,Customer 863,Home Office,United States,Columbus,Illinois,58871,Central,P-32666,Technology,Phones,Product 863,320.86,4,0.07,70.87
ORD-000864,2018-10-26,2018-10-31,Second Class,C-6312,Customer 864,Home Office,United States,Los Angeles,Illinois,15910,Central,P-87898,Technology,Machines,Product 864,493.16,4,0.05,68.39
ORD-000865,2018-09-10,2018-09-14,Same Day,C-1221,Customer 865,Consumer,United States,Miami,Washington,89844,East,P-36119,Technology,Phones,Product 865,106.92,2,0.22,10.02
ORD-000866,2018-07-02,2018-07-07,First Class,C-5667,Customer 866,Corporate,United States,Chicago,California,40220,West,P-18465,Furniture,Bookcases,Product 866,717.6,5,0.2,141.73
ORD-000867,2019-01-25,2019-01-31,Second Class,C-5895,Customer 867,Home Office,United States,Miami,Washington,66861,West,P-36089,Office Supplies,Paper,Product 867,51.61,5,0.13,-0.33
ORD-000868,2019-02-18,2019-02-23,Second Class,C-3556,Customer 868,Corporate,United States,Miami,Ohio,62480,South,P-68147,Office Supplies,Storage,Product 868,288.9,4,0.07,57.29
ORD-000869,2018-02-10,2018-02-11,Second Class,C-9800,Customer 869,Corporate,United States,Columbus,Illinois,44061,East,P-66071,Office Supplies,Binders,Product 869,278.52,3,0.04,74.83
ORD-000870,2017-07-22,2017-07-25,Second Class,C-3145,Customer 870,Corporate,United States,Columbus,Illinois,87191,South,P-48934,Technology,Machines,Product 870,143.74,5,0.26,12.57
ORD-000871,2018-03-08,2018-03-16,Same Day,C-3611,Customer 871,Home Office,United States,Chicago,Texas,97800,South,P-91826,Furniture,Chairs,Product 871,94.77,5,0.18,14.81
ORD-000872,2019-12-25,2019-12-31,First Class,C-7074,Customer 872,Home Office,United States,Philadelphia,Florida,43535,Central,P-48308,Technology,Phones,Product 872,392.88,4,0.18,81.63
ORD-000873,2018-10-26,2018-10-30,Same Day,C-9129,Customer 873,Home Office,United States,Los Angeles,Illinois,20704,West,P-50575,Office Supplies,Storage,Product 873,305.98,5,0.18,43.37
ORD-000874,2018-08-30,2018-09-02,Standard Class,C-9043,Customer 874,Consumer,United States,Seattle,Washington,14666,East,P-76736,Office Supplies,Art,Product 874,217.07,1,0.11,67.94
ORD-000875,2017-11-10,2017-11-13,Second Class,C-4925,Customer 875,Consumer,United States,Houston,Texas,82425,South,P-99046,Technology,Machines,Product 875,443.25,4,0.04,102.75
ORD-000876,2019-07-08,2019-07-09,Second Class,C-7399,Customer 876,Consumer,United States,New York,Ohio,59780,West,P-43353,Furniture,Furnishings,Product 876,210.73,5,0.07,23.04
ORD-000877,2017-12-28,2018-01-04,Same Day,C-5104,Customer 877,Home Office,United States,New York,Ohio,22857,South,P-34896,Furniture,Chairs,Product 877,211.69,2,0.2,48.58
ORD-000878,2018-02-14,2018-02-15,Same Day,C-6531,Customer 878,Home Office,United States,Chicago,Florida,97024,South,P-70079,Office Supplies,Art,Product 878,418.52,2,0.1,45.62
ORD-000879,2017-07-18,2017-07-19,Standard Class,C-4308,Customer 879,Corporate,United States,Philadelphia,Florida,83797,South,P-25815,Office Supplies,Storage,Product 879,360.06,5,0.31,-40.47
ORD-000880,2019-11-28,2019-12-02,Same Day,C-8777,Customer 880,Consumer,United States,Houston,California,48196,West,P-87042,Furniture,Tables,Product 880,412.09,5,0.18,110.04
ORD-000881,2019-02-19,2019-02-20,Same Day,C-6540,Customer 881,Consumer,United States,Los Angeles,Pennsylvania,93949,South,P-55835,Office Supplies,Binders,Product 881,485.26,4,0.1,6.63
ORD-000882,2019-05-29,2019-06-06,Same Day,C-7781,Customer 882,Corporate,United States,Columbus,California,24853,West,P-55095,Furniture,Bookcases,Product 882,570.92,4,0.15,68.43
ORD-000883,2018-06-02,2018-06-10,First Class,C-3873,Customer 883,Home Office,United States,Columbus,Washington,70044,Central,P-27437,Furniture,Furnishings,Product 883,331.81,3,0.05,23.51
ORD-000884,2017-09-23,2017-09-30,Second Class,C-8413,Customer 884,Home Office,United States,Philadelphia,Illinois,89424,West,P-45562,Furniture,Chairs,Product 884,484.6,4,0.18,1.41
ORD-000885,2019-04-19,2019-04-24,First Class,C-5850,Customer 885,Home Office,United States,Seattle,Texas,85367,South,P-67563,Furniture,Chairs,Product 885,418.22,3,0.22,-35.65
ORD-000886,2019-09-14,2019-09-18,First Class,C-7249,Customer 886,Corporate,United States,Chicago,Washington,72119,West,P-75359,Office Supplies,Binders,Product 886,340.9,4,0.11,79.62
ORD-000887,2018-07-31,2018-08-07,First Class,C-2296,Customer 887,Home Office,United States,Columbus,California,25205,Central,P-97670,Office Supplies,Art,Product 887,3.91,1,0.22,0.86
ORD-000888,2018-03-28,2018-04-03,Standard Class,C-9972,Customer 888,Consumer,United States,New York,Pennsylvania,94808,Central,P-28479,Furniture,Tables,Product 888,158.33,1,0.13,46.21
ORD-000889,2019-06-15,2019-06-18,First Class,C-8929,Customer 889,Consumer,United States,New York,Washington,69500,Central,P-63891,Technology,Accessories,Product 889,163.28,2,0.15,48.12
ORD-000890,2017-06-09,2017-06-17,Second Class,C-5136,Customer 890,Consumer,United States,Columbus,Pennsylvania,12428,Central,P-86579,Office Supplies,Paper,Product 890,289.49,2,0.01,97.06
ORD-000891,2018-12-16,2018-12-20,Standard Class,C-8550,Customer 891,Home Office,United States,Chicago,Washington,95082,East,P-68217,Office Supplies,Binders,Product 891,290.89,3,0.11,15.24
ORD-000892,2018-02-03,2018-02-06,Same Day,C-8078,Customer 892,Home Office,United States,Miami,New York,80194,East,P-24341,Furniture,Tables,Product 892,89.25,1,0.32,-12.54
ORD-000893,2018-05-31,2018-06-05,Second Class,C-4361,Customer 893,Consumer,United States,Philadelphia,Texas,90521,Central,P-98818,Office Supplies,Paper,Product 893,760.41,5,0.15,29.07
ORD-000894,2017-01-04,2017-01-12,First Class,C-9903,Customer 894,Corporate,United States,Chicago,Texas,84305,East,P-17648,Technology,Machines,Product 894,94.68,3,0.12,18.29
ORD-000895,2018-11-16,2018-11-19,Same Day,C-7603,Customer 895,Home Office,United States,Columbus,Washington,83402,Central,P-39896,Technology,Copiers,Product 895,794.01,4,0.15,52.96
ORD-000896,2019-06-24,2019-06-28,Same Day,C-6030,Customer 896,Corporate,United States,Miami,New York,24531,West,P-18472,Office Supplies,Art,Product 896,506.88,5,0.26,2.68
ORD-000897,2019-01-04,2019-01-07,Second Class,C-8720,Customer 897,Home Office,United States,Seattle,California,29805,West,P-15586,Furniture,Bookcases,Product 897,120.95,4,0.0,17.09
ORD-000898,2017-07-27,2017-07-28,First Class,C-3583,Customer 898,Corporate,United States,Miami,Pennsylvania,81548,Central,P-13578,Furniture,Furnishings,Product 898,284.9,3,0.05,73.32
ORD-000899,2017-07-09,2017-07-10,First Class,C-6868,Customer 899,Consumer,United States,Los Angeles,Pennsylvania,66406,West,P-79770,Office Supplies,Art,Product 899,187.14,2,0.17,38.78
ORD-000900,2019-03-08,2019-03-16,First Class,C-4875,Customer 900,Corporate,United States,Los Angeles,New York,82313,West,P-79430,Office Supplies,Binders,Product 900,350.1,2,0.06,30.68
ORD-000901,2018-05-16,2018-05-23,Second Class,C-1147,Customer 901,Consumer,United States,New York,Florida,36804,Central,P-22467,Technology,Copiers,Product 901,50.45,1,0.18,3.1
ORD-000902,2019-12-23,2019-12-24,Same Day,C-7743,Customer 902,Home Office,United States,Columbus,Ohio,43912,Central,P-21725,Technology,Phones,Product 902,379.42,3,0.11,3.2
ORD-000903,2017-06-18,2017-06-25,Second Class,C-7482,Customer 903,Corporate,United States,Miami,New York,88893,South,P-78563,Furniture,Chairs,Product 903,610.02,5,0.21,-71.83
ORD-000904,2018-04-30,2018-05-07,Same Day,C-7648,Customer 904,Corporate,United States,New York,Illinois,91274,West,P-31611,Office Supplies,Paper,Product 904,259.96,3,0.23,56.01
ORD-000905,2019-03-27,2019-04-02,Standard Class,C-2265,Customer 905,Corporate,United States,Los Angeles,Florida,72357,South,P-39249,Furniture,Furnishings,Product 905,14.17,3,0.06,1.83
ORD-000906,2018-02-19,2018-02-23,Same Day,C-2482,Customer 906,Corporate,United States,Columbus,Pennsylvania,52835,South,P-49410,Office Supplies,Storage,Product 906,234.81,2,0.03,23.61
ORD-000907,2018-08-02,2018-08-10,Same Day,C-7064,Customer 907,Corporate,United States,Seattle,Washington,53716,South,P-44287,Furniture,Furnishings,Product 907,152.65,1,0.1,27.73
ORD-000908,2018-02-19,2018-02-27,Same Day,C-6858,Customer 908,Home Office,United States,New York,Pennsylvania,31755,West,P-21160,Furniture,Tables,Product 908,319.44,5,0.25,-19.4
ORD-000909,2019-07-03,2019-07-07,Standard Class,C-1320,Customer 909,Corporate,United States,Chicago,Washington,96307,West,P-74893,Furniture,Tables,Product 909,462.27,5,0.21,3.73
ORD-000910,2018-12-24,2018-12-29,First Class,C-7038,Customer 910,Home Office,United States,Philadelphia,Pennsylvania,26401,South,P-92203,Technology,Machines,Product 910,168.71,2,0.22,22.83
ORD-000911,2018-02-11,2018-02-13,Standard Class,C-2622,Customer 911,Corporate,United States,Miami,Washington,53672,Central,P-20355,Furniture,Chairs,Product 911,125.52,2,0.09,6.5
ORD-000912,2018-12-11,2018-12-13,Standard Class,C-4947,Customer 912,Consumer,United States,New York,Pennsylvania,80215,West,P-61396,Technology,Copiers,Product 912,341.73,5,0.0,112.96
ORD-000913,2019-08-06,2019-08-11,Standard Class,C-2679,Customer 913,Consumer,United States,Seattle,Ohio,26205,Central,P-67163,Office Supplies,Art,Product 913,265.11,2,0.13,78.35
ORD-000914,2017-03-16,2017-03-19,Second Class,C-9749,Customer 914,Corporate,United States,Chicago,New York,35875,West,P-84079,Technology,Accessories,Product 914,233.18,2,0.27,-28.04
ORD-000915,2017-03-06,2017-03-07,Same Day,C-5093,Customer 915,Home Office,United States,Philadelphia,California,68595,South,P-41551,Furniture,Chairs,Product 915,149.23,1,0.02,31.21
ORD-000916,2017-09-06,2017-09-08,Standard Class,C-4865,Customer 916,Home Office,United States,Seattle,Washington,68600,East,P-28113,Office Supplies,Binders,Product 916,289.53,4,0.18,-8.19
ORD-000917,2017-03-30,2017-04-05,Second Class,C-1775,Customer 917,Home Office,United States,Miami,Florida,92915,South,P-84061,Office Supplies,Binders,Product 917,571.98,5,0.0,105.91
ORD-000918,2018-09-18,2018-09-19,First Class,C-9369,Customer 918,Consumer,United States,Miami,Texas,92948,East,P-41268,Office Supplies,Art,Product 918,482.84,4,0.2,-4.74
ORD-000919,2017-12-27,2017-12-29,Same Day,C-1449,Customer 919,Consumer,United States,Houston,Washington,79048,East,P-83600,Office Supplies,Art,Product 919,12.38,3,0.17,1.36
ORD-000920,2017-10-23,2017-10-27,Same Day,C-9152,Customer 920,Home Office,United States,Seattle,California,25398,South,P-18243,Furniture,Chairs,Product 920,243.92,3,0.08,59.52
ORD-000921,2017-09-08,2017-09-09,Same Day,C-8830,Customer 921,Home Office,United States,Seattle,Illinois,79718,East,P-74476,Technology,Phones,Product 921,392.21,5,0.24,-68.36
ORD-000922,2019-01-30,2019-01-31,Second Class,C-7049,Customer 922,Home Office,United States,Houston,Florida,63182,Central,P-18318,Furniture,Furnishings,Product 922,41.36,1,0.13,1.15
ORD-000923,2018-06-07,2018-06-09,Second Class,C-2381,Customer 923,Corporate,United States,Columbus,Illinois,43402,East,P-58778,Technology,Phones,Product 923,78.84,1,0.14,18.26
ORD-000924,2019-02-06,2019-02-08,Standard Class,C-4658,Customer 924,Consumer,United States,Seattle,Washington,32940,West,P-62101,Technology,Accessories,Product 924,39.21,1,0.26,-6.92
ORD-000925,2017-10-29,2017-11-05,Second Class,C-5085,Customer 925,Home Office,United States,Los Angeles,Illinois,66182,Central,P-77939,Furniture,Furnishings,Product 925,139.56,1,0.18,34.93
ORD-000926,2019-04-22,2019-04-27,Second Class,C-3146,Customer 926,Consumer,United States,Los Angeles,California,86347,Central,P-74745,Technology,Accessories,Product 926,166.87,5,0.0,37.71
ORD-000927,2019-02-17,2019-02-23,Second Class,C-8668,Customer 927,Home Office,United States,Miami,California,84674,Central,P-94845,Furniture,Bookcases,Product 927,89.95,1,0.21,0.81
ORD-000928,2019-06-09,2019-06-16,First Class,C-2221,Customer 928,Consumer,United States,Columbus,Pennsylvania,96312,South,P-89359,Office Supplies,Art,Product 928,308.99,3,0.2,-4.77
ORD-000929,2019-06-08,2019-06-13,Standard Class,C-7918,Customer 929,Home Office,United States,Miami,Ohio,97593,East,P-21714,Office Supplies,Storage,Product 929,603.46,3,0.0,68.54
ORD-000930,2017-04-25,2017-05-03,Same Day,C-3017,Customer 930,Home Office,United States,Houston,Pennsylvania,35906,East,P-83011,Technology,Copiers,Product 930,129.83,1,0.24,23.09
ORD-000931,2019-05-28,2019-05-31,Standard Class,C-4029,Customer 931,Consumer,United States,Philadelphia,Florida,70129,South,P-48534,Office Supplies,Binders,Product 931,227.03,4,0.11,21.27
ORD-000932,2019-03-13,2019-03-21,Second Class,C-8470,Customer 932,Consumer,United States,New York,Washington,34992,South,P-65661,Office Supplies,Storage,Product 932,837.07,4,0.12,164.76
ORD-000933,2019-06-17,2019-06-22,Second Class,C-4407,Customer 933,Consumer,United States,Miami,Florida,94902,Central,P-73430,Office Supplies,Paper,Product 933,527.6,4,0.28,-110.65
ORD-000934,2018-09-07,2018-09-12,First Class,C-7358,Customer 934,Home Office,United States,New York,Florida,67648,South,P-29584,Technology,Copiers,Product 934,308.21,2,0.04,44.68
ORD-000935,2017-05-22,2017-05-29,First Class,C-3989,Customer 935,Corporate,United States,Miami,Pennsylvania,95702,East,P-99169,Technology,Copiers,Product 935,15.0,3,0.0,1.84
ORD-000936,2019-12-13,2019-12-18,First Class,C-5089,Customer 936,Consumer,United States,Houston,New York,71955,South,P-81683,Furniture,Tables,Product 936,346.07,5,0.28,32.59
ORD-000937,2017-08-27,2017-08-30,Second Class,C-3854,Customer 937,Corporate,United States,Los Angeles,Illinois,40841,Central,P-33774,Furniture,Chairs,Product 937,111.22,2,0.12,2.63
ORD-000938,2017-04-04,2017-04-09,Standard Class,C-8000,Customer 938,Home Office,United States,New York,Washington,65373,West,P-38825,Office Supplies,Art,Product 938,267.11,2,0.24,-46.27
ORD-000939,2019-08-16,2019-08-24,Same Day,C-7694,Customer 939,Corporate,United States,Chicago,Ohio,92641,East,P-15105,Technology,Phones,Product 939,222.55,2,0.02,22.46
ORD-000940,2018-12-10,2018-12-16,Same Day,C-1291,Customer 940,Consumer,United States,Philadelphia,Texas,51724,East,P-46327,Technology,Phones,Product 940,498.39,4,0.14,28.25
ORD-000941,2019-09-20,2019-09-23,First Class,C-4529,Customer 941,Consumer,United States,Miami,California,83109,East,P-88731,Office Supplies,Storage,Product 941,471.6,5,0.25,-16.04
ORD-000942,2018-06-14,2018-06-15,Same Day,C-8369,Customer 942,Home Office,United States,Columbus,California,52528,East,P-45157,Technology,Machines,Product 942,393.94,5,0.08,94.7
ORD-000943,2019-11-30,2019-12-04,Second Class,C-1794,Customer 943,Corporate,United States,Chicago,California,96505,East,P-74994,Furniture,Tables,Product 943,22.1,5,0.12,0.09
ORD-000944,2017-06-16,2017-06-17,First Class,C-3974,Customer 944,Consumer,United States,Seattle,Washington,36779,Central,P-43926,Technology,Copiers,Product 944,627.42,4,0.12,0.64
ORD-000945,2019-10-11,2019-10-13,Second Class,C-5008,Customer 945,Corporate,United States,New York,Illinois,48191,East,P-44580,Office Supplies,Paper,Product 945,145.68,2,0.0,34.81
ORD-000946,2019-04-28,2019-05-02,First Class,C-2058,Customer 946,Corporate,United States,Chicago,Washington,23861,East,P-42221,Furniture,Chairs,Product 946,254.84,3,0.31,18.02
ORD-000947,2018-07-17,2018-07-22,Same Day,C-4424,Customer 947,Consumer,United States,New York,Florida,12171,West,P-90058,Technology,Machines,Product 947,349.69,2,0.15,73.36
ORD-000948,2019-05-11,2019-05-17,First Class,C-9400,Customer 948,Corporate,United States,Columbus,Pennsylvania,67980,West,P-85113,Office Supplies,Binders,Product 948,362.58,4,0.18,21.99
ORD-000949,2017-10-30,2017-11-01,First Class,C-5927,Customer 949,Corporate,United States,New York,Ohio,92379,East,P-96130,Office Supplies,Storage,Product 949,524.97,4,0.0,62.42
ORD-000950,2019-11-28,2019-12-04,Second Class,C-6047,Customer 950,Consumer,United States,Chicago,Pennsylvania,60463,West,P-75987,Furniture,Furnishings,Product 950,78.77,3,0.23,-4.79
ORD-000951,2017-02-02,2017-02-06,Second Class,C-4322,Customer 951,Corporate,United States,Columbus,Ohio,10797,East,P-24116,Technology,Copiers,Product 951,667.38,5,0.0,218.31
ORD-000952,2017-07-27,2017-07-30,Second Class,C-6118,Customer 952,Home Office,United States,Houston,California,33379,South,P-65502,Office Supplies,Storage,Product 952,574.09,5,0.21,34.45
ORD-000953,2018-07-06,2018-07-13,Second Class,C-4149,Customer 953,Corporate,United States,Miami,Florida,28819,Central,P-46479,Office Supplies,Paper,Product 953,267.77,2,0.17,3.98
ORD-000954,2017-07-30,2017-08-05,Second Class,C-6192,Customer 954,Consumer,United States,New York,Texas,82739,East,P-17258,Furniture,Tables,Product 954,6.99,2,0.3,-1.46
ORD-000955,2017-02-26,2017-03-01,First Class,C-1031,Customer 955,Consumer,United States,Columbus,Pennsylvania,84640,West,P-48756,Technology,Accessories,Product 955,296.98,3,0.13,51.11
ORD-000956,2018-06-29,2018-07-02,Second Class,C-5898,Customer 956,Consumer,United States,Houston,Texas,50675,South,P-73006,Furniture,Bookcases,Product 956,179.73,2,0.07,16.1
ORD-000957,2018-09-17,2018-09-24,Second Class,C-1300,Customer 957,Corporate,United States,Los Angeles,Washington,53838,South,P-67552,Office Supplies,Art,Product 957,48.88,5,0.05,3.61
ORD-000958,2018-08-18,2018-08-22,First Class,C-8948,Customer 958,Corporate,United States,Chicago,Florida,89333,South,P-66335,Office Supplies,Paper,Product 958,277.2,4,0.15,78.89
ORD-000959,2017-05-15,2017-05-20,Second Class,C-3542,Customer 959,Consumer,United States,Chicago,Washington,64491,West,P-15244,Office Supplies,Art,Product 959,315.4,5,0.02,53.77
ORD-000960,2018-03-17,2018-03-22,First Class,C-8442,Customer 960,Corporate,United States,Columbus,California,32237,East,P-14077,Office Supplies,Storage,Product 960,246.39,2,0.21,32.92
ORD-000961,2017-07-18,2017-07-23,Second Class,C-7965,Customer 961,Home Office,United States,Philadelphia,Ohio,29611,Central,P-40443,Office Supplies,Paper,Product 961,194.2,2,0.12,5.4
ORD-000962,2019-03-16,2019-03-22,Same Day,C-8491,Customer 962,Consumer,United States,Philadelphia,Pennsylvania,86782,West,P-62351,Furniture,Tables,Product 962,529.37,4,0.02,100.92
ORD-000963,2017-09-18,2017-09-22,Second Class,C-8641,Customer 963,Consumer,United States,New York,Illinois,59692,East,P-84630,Technology,Machines,Product 963,350.08,2,0.04,63.22
ORD-000964,2018-05-04,2018-05-05,First Class,C-3976,Customer 964,Home Office,United States,Los Angeles,California,50168,Central,P-63815,Furniture,Tables,Product 964,535.61,4,0.0,131.72
ORD-000965,2018-06-12,2018-06-15,Same Day,C-4496,Customer 965,Corporate,United States,Columbus,California,11722,West,P-29776,Furniture,Bookcases,Product 965,561.01,4,0.09,50.34
ORD-000966,2018-05-27,2018-05-29,Same Day,C-8678,Customer 966,Consumer,United States,Seattle,Pennsylvania,57058,West,P-82191,Furniture,Chairs,Product 966,456.76,3,0.16,9.36
ORD-000967,2017-08-23,2017-08-25,Standard Class,C-1778,Customer 967,Corporate,United States,Seattle,Florida,45207,Central,P-99702,Technology,Phones,Product 967,398.33,4,0.09,50.25
ORD-000968,2019-02-09,2019-02-10,Same Day,C-4152,Customer 968,Home Office,United States,Miami,Pennsylvania,74840,South,P-41065,Furniture,Bookcases,Product 968,824.64,3,0.03,172.72
ORD-000969,2018-03-19,2018-03-22,First Class,C-2226,Customer 969,Consumer,United States,Los Angeles,Washington,16031,East,P-19081,Technology,Accessories,Product 969,469.17,4,0.0,47.48
ORD-000970,2018-03-18,2018-03-19,First Class,C-2531,Customer 970,Home Office,United States,New York,California,86572,West,P-29209,Office Supplies,Binders,Product 970,346.89,4,0.27,-43.14
ORD-000971,2019-09-18,2019-09-24,Standard Class,C-9730,Customer 971,Corporate,United States,Seattle,Ohio,39207,Central,P-48980,Office Supplies,Art,Product 971,158.36,1,0.16,11.31
ORD-000972,2017-01-23,2017-01-27,Standard Class,C-8709,Customer 972,Consumer,United States,New York,Illinois,40948,Central,P-26926,Office Supplies,Paper,Product 972,154.15,2,0.07,5.67
ORD-000973,2018-04-01,2018-04-09,Same Day,C-1227,Customer 973,Home Office,United States,Houston,Ohio,25502,East,P-56220,Furniture,Bookcases,Product 973,407.87,4,0.18,103.47
